id_exercises ;name_of_exercises;exercises_description;equipment;rating
2472;TBS Barbell Military Press;The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.;Barbell;9
2473;Incline Front Barbell Raise - Gethin Variation;The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.;Barbell;8
2474;Barbell Front Raise - Gethin Variation;The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.;Barbell;9
2475;Single-arm barbell lateral raise;The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.;Barbell;8
2476;AM Upright Row;The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.;Barbell;9
2477;AM Barbell Shoulder Press;The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.;Barbell;8
2478;Standing barbell shoulder press;The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.;Barbell;9
2479;King Maker Barbell Thruster;The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.;Barbell;8
2480;Single-arm incline cable cross-over;The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.;Barbell;9
2481;Barbell bear complex;The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.;Barbell;8
2482;30 Shoulders Barbell Shrug;none;Barbell;9
2483;30 Shoulders Incline Face-Up Straight-Bar Front Raise;none;Barbell;8
2484;30 Shoulders Seated Dumbbell Shoulder Press;none;Barbell;9
2485;30 Shoulders Standing Behind-The-Head Shoulder Press;none;Barbell;8
2486;30 Shoulders Standing Barbell Press;none;Barbell;9
2487;FYR2 Wide Overhead Press;none;Barbell;8
2488;Single-arm kettlebell push-press;The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.;Kettlebells;9
2489;Two-Arm Kettlebell Military Press;none;Kettlebells;8
2490;Alternating Kettlebell Press;none;Kettlebells;9
2491;Single-arm kettlebell snatch;"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing";Kettlebells;8
2492;Single-arm kettlebell clean and jerk;"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.";Kettlebells;7
2493;Kettlebell pirate ship;The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.;Kettlebells;7
2494;Two-Arm Kettlebell Clean;none;Kettlebells;7
2495;Double Kettlebell Push Press;The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.;Kettlebells;8
2496;Kettlebell Seated Press;none;Kettlebells;7
2497;Double Kettlebell Jerk;none;Kettlebells;7
2498;Kettlebell Arnold Press;none;Kettlebells;8
2499;Double-kettlebell windmill;The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.;Kettlebells;7
2500;One-Arm Kettlebell Split Snatch;none;Kettlebells;8
2501;One-Arm Kettlebell Para Press;none;Kettlebells;7
2502;One-Arm Kettlebell Split Jerk;none;Kettlebells;7
2503;One-Arm Kettlebell Military Press To The Side;none;Kettlebells;7
2504;One-Arm Kettlebell Jerk;none;Kettlebells;8
2505;Double Kettlebell Snatch;none;Kettlebells;7
2506;Two-Arm Kettlebell Jerk;none;Kettlebells;8
2507;FYR Kettlebell Power Clean;The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.;Kettlebells;7
2508;Kettlebell upright row;The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.;Kettlebells;8
2509;Kettlebell upright row and press;The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.;Kettlebells;7
2510;Single-arm kettlebell thruster;The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.;Kettlebells;8
2511;Double-kettlebell shoulder press;The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.;Kettlebells;7
2512;Double-kettlebell push-press;The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.;Kettlebells;8
2513;HM Kettlebell Windmill;none;Kettlebells;7
2514;HM Kettlebell Z-Press;none;Kettlebells;8
2515;Taylor Half-Kneeling Kettlebell Halo;none;Kettlebells;7
2516;Taylor Towel Kettlebell Farmer's Walk;none;Kettlebells;8
2517;FYR2 Double-Kettlebell Alternating Press;none;Kettlebells;7
2518;FYR2 Double-Kettlebell Thruster;none;Kettlebells;8
2519;FYR2 Half-Kneeling Kettlebell Clean;none;Kettlebells;7
2520;FYR2 Kettlebell Clean and Press;none;Kettlebells;8
2521;FYR2 Kettlebell High Pull to Overhead Press;none;Kettlebells;7
2522;FYR2 Kettlebell Swing Clean and Press;none;Kettlebells;8
2523;FYR2 Single-Arm Kettlebell Press;none;Kettlebells;7
2524;FYR2 Ascending-Rep High-Pull-Press Complex;none;Kettlebells;8
2525;Dumbbell front raise to lateral raise;The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.;Dumbbell;7
2526;Single-arm palm-in dumbbell shoulder press;The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.;Dumbbell;8
2527;Standing palms-in shoulder press;The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.;Dumbbell;7
2528;Seated Dumbbell Press;The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.;Dumbbell;8
2529;Standing dumbbell shoulder press;The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.;Dumbbell;7
2530;Single-arm lateral raise;The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2531;Power Partials;none;Dumbbell;7
2532;Incline dumbbell reverse fly;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;8
2533;Overhead dumbbell front raise;The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.;Dumbbell;7
2534;Seated dumbbell shoulder press;The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.;Dumbbell;8
2535;Alternating standing shoulder press;The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.;Dumbbell;7
2536;Single-arm incline rear delt raise;The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;8
2537;Alternating dumbbell front raise;The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Dumbbell;7
2538;Alternating Deltoid Raise;The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.;Dumbbell;8
2539;Single-dumbbell front raise;The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Dumbbell;7
2540;Arnold press;Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2541;Single-arm standing shoulder press;The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.;Dumbbell;7
2542;Dumbbell front raise;The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Dumbbell;8
2543;Bent-over dumbbell rear delt row;The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.;Dumbbell;7
2544;Incline dumbbell front raise;The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.;Dumbbell;8
2545;Side Lateral Raise;The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.;Dumbbell;7
2546;Dumbbell external shoulder rotation;The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.;Dumbbell;8
2547;Single-arm incline lateral raise;The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.;Dumbbell;7
2548;Seated rear delt fly;The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2549;Dumbbell Raise;none;Dumbbell;7
2550;Seated Side Lateral Raise;The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.;Dumbbell;8
2551;Dumbbell Lying Rear Lateral Raise;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;7
2552;Head-on-bench dumbbell rear delt raise;The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;8
2553;Cuban press;The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.;Dumbbell;7
2554;Reverse Flyes With External Rotation;none;Dumbbell;8
2555;Single-arm side lying rear fly;none;Dumbbell;7
2556;Single-arm dumbbell upright row;The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.;Dumbbell;8
2557;Dumbbell Scaption;none;Dumbbell;7
2558;See-Saw Press (Alternating Side Press);none;Dumbbell;8
2559;Dumbbell Incline Shoulder Raise;none;Dumbbell;7
2560;Single-arm half-kneeling shoulder press;The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic.;Dumbbell;8
2561;Dumbbell Clean And Jerk;none;Dumbbell;7
2562;Dumbbell shoulder press with body rotation;The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.;Dumbbell;8
2563;Dumbbell Fix Dumbbell Military Press;none;Dumbbell;7
2564;Dumbbell Fix Standing Dumbbell Arnold Press;none;Dumbbell;8
2565;Dumbbell Fix Dumbbell Single-Arm Snatch;none;Dumbbell;7
2566;Paul Carter Rear-Delt Fly;The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2567;FYR Dumbbell Shoulder Press;The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.;Dumbbell;7
2568;FYR Single-Arm Dumbbell Press;The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.;Dumbbell;8
2569;FYR Dumbbell Tempo L-Raise;The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.;Dumbbell;7
2570;Dumbbell seesaw shoulder press;The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps.;Dumbbell;8
2571;FYR Dumbbell front raise to lateral raise;The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.;Dumbbell;7
2572;FYR Dumbbell Arnold Press;Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion.;Dumbbell;9
2573;FYR Dumbbell Military Press to Dumbbell High Pull to V-up;;Dumbbell;7
2574;FYR Dumbbell Thruster;The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too.;Dumbbell;7
2575;Dumbbell hang snatch;The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.;Dumbbell;7
2576;Surfer sprawl;"The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank.";Dumbbell;7
2577;Dumbbell clean and press;The dumbbell clean and press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.;Dumbbell;8
2578;Standing One-Arm Shoulder Press - Gethin Variation;The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.;Dumbbell;8
2579;Incline Front Dumbbell Raise - Gethin Variation;The incline dumbbell front raise is an isolation exercise targeting the shoulders;Dumbbell;8
2580;Dumbbell lateral raise;The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2581;Incline Rear-Delt Fly - Gethin Variation;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;8
2582;Incline Bench Rear Dumbbell Fly - Gethin Variation;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;8
2583;Dumbbell front raise and press;The dumbbell front raise and press combines two upper-body moves into one challenging sequence targeting the deltoid muscles. It's a simple way to boost your heart rate while getting a good upper-body pump, and is a natural fit in time-efficient upper-body or circuit training.;Dumbbell;8
2584;Rotator cuff warm-up;The rotator cuff warm-up is a simple exercise targeting the rotator cuffs through weighted shoulder external rotation. It's a classic way to warm up the shoulder prior to sports or training, as well as a common rehab movement. The rotator cuffs are a notorious injury-prone structure in the shoulders of Major League pitchers and other athletes. This is a movement most commonly done for moderate to high reps, such as 8-12 reps or more per set.;Dumbbell;8
2585;Seated Lateral Raise - Gethin Variation;The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.;Dumbbell;8
2586;Single-arm dumbbell arc row;The single-arm dumbbell arc row is an exercise for building the latissimus dorsi, or lat, muscles of the back. This variation has more of an arcing shape than the traditional single-arm dumbbell row, which may increase the mind-muscle connection and hit the back from a different angle. You probably won't be able to go as heavy on this as on a traditional row.;Dumbbell;8
2587;Incline Rear Delt Raises - Gethin Variation;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Dumbbell;8
2588;Incline Dumbbell Y Raise;none;Dumbbell;8
2589;HM Bent-Over Rear-Delt Fly;none;Dumbbell;8
2590;HM Dumbbell Shoulder Press;none;Dumbbell;8
2591;HM Single-Leg Overhead Dumbbell Press;none;Dumbbell;8
2592;6 Way Shoulder Raise;none;Dumbbell;8
2593;Seated dumbbell lateral raise;The seated dumbbell lateral raise is an exercise that targets the shoulder muscles, particularly the medial or middle head of the deltoids. Performing it on a bench helps enforce strict form and eliminate swinging or using momentum to move the weights. Lateral raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Dumbbell;8
2594;AM Dumbbell Shoulder Press;The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.;Dumbbell;8
2595;AM Dumbbell Side Raise;The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.;Dumbbell;8
2596;AM Front Raise;The alternating dumbbell front raise is an isolation movement that targets the shoulders. By using one arm at a time, you can use more weight than when you use both arms at once. Bodybuilders use this exercise to zero in on the front shoulders, but the simple movement also makes it great for people new to lifting weights.;Dumbbell;8
2597;UP Dumbbell Lateral Raise;The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.;Dumbbell;8
2598;UP Seated Dumbbell Overhead Press;The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.;Dumbbell;8
2599;AA Incline Bench Dumbbell Reverse Fly;none;Dumbbell;7
2600;CM Forward Shoulder Press;none;Dumbbell;7
2601;Dumbbell Halo;none;Dumbbell;7
2602;Standing Dumbbell Scap Raise;none;Dumbbell;7
2603;Holman Overhead Press;none;Dumbbell;7
2604;Holman Slow Weighted Half Jack to Overhead Press;none;Dumbbell;7
2605;Holman Slow Arnold Press;none;Dumbbell;7
2606;Holman Boat Arnold Press with Feet Push-Out;none;Dumbbell;7
2607;Holman Dumbbell Hip Drive to Overhead Press;none;Dumbbell;7
2608;Holman Squat Thrust to Alternating Renegade Triceps Press;none;Dumbbell;7
2609;Holman Cheer Press;none;Dumbbell;7
2610;Holman Left Arm Press with Right Arm Hold;none;Dumbbell;8
2611;Holman Right Arm Press with Left Arm Hold;none;Dumbbell;8
2612;Holman Left Front Raise with Right Hold;none;Dumbbell;8
2613;Holman Right Front Raise with Left Hold;none;Dumbbell;8
2614;Holman Alternating Front Raise to Side Raise;none;Dumbbell;8
2615;Holman Heavy Right Arm Overhead Press;none;Dumbbell;8
2616;Holman Heavy Left Arm Overhead Press;none;Dumbbell;8
2617;Holman Right Arm Heavy Overhead Press;none;Dumbbell;8
2618;Holman Right Diagonal Lunge to Overhead Press;none;Dumbbell;8
2619;Holman Left Arm Heavy Overhead Press;none;Dumbbell;8
2620;Holman Weighted Palms-In Overhead Press;none;Dumbbell;8
2621;Dumbbell racked carry;The dumbbell racked carry involves carrying dumbbells for time or distance, while holding them close to the shoulders in a front-racked position. Similar to a dumbbell farmer's carry, it can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.;Dumbbell;8
2622;Dumbbell clean and push-press;The dumbbell clean and push-press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the push-press utilizes the shoulders and triceps. It differs from the clean and press in that the push-press allows you to use lower-body momentum to power through the most difficult part of the press. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.;Dumbbell;8
2623;Total Fitness Dumbbell Farmer's Carry;The dumbbell farmer's walk or carry is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.;Dumbbell;8
2624;Single-arm dumbbell racked carry;The single-arm dumbbell racked carry involves carrying a single dumbbell for time or distance, while holding it close to the shoulders in a front-racked position. Similar to a dumbbell farmer's carry, it can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.;Dumbbell;8
2625;Jordan Shallow Dumbbell Pull-Over;none;Dumbbell;9
2626;King Maker Dumbbell Lateral Raise;The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.;Dumbbell;9
2627;Dumbbell shadow boxing;Dumbbell shadow boxing is a more advanced version of a popular conditioning exercise. By adding a pair of lightweight dumbbells, you can greatly increase the challenge to both the shoulders and cardiovascular system.;Dumbbell;9
